"","nearestBuilding","distToNearestBuilding"
"4414","Vandiver Hall",0
"4415",NA,0
"4416","Rooker Hall",0
"4417","McWhorter Hall",0
"4418","Building 1516",0
"4419","Vandiver Hall",0
"4420","Building 1516",0
"4421","Building 1516",0
"4422",NA,0
"4423","George D. Busbee Hall",0
"4424","Joe Frank Harris Dining Commons",0
"4425",NA,0
"4426",NA,0
"4427","Building 1516",0
"4428","East Campus Parking Deck",0
"4429","McWhorter Hall",0
"4430","Vandiver Hall",0
"4431","Building 1516",0
"4432",NA,0
"4433","Rhodes Animal Science Center - B",0
"4434","Vandiver Hall",0
"4435","George D. Busbee Hall",0
"4436","Building 1516",0
"4437",NA,0
"4438","McWhorter Hall",0
"4439","Rooker Hall",0
"4440","Building 1516",0
"4441",NA,0
"4442","Joe Frank Harris Dining Commons",0
"4443","Rhodes Animal Science Center - B",0
"4444","George D. Busbee Hall",0
"4445","Vandiver Hall",0
"4446",NA,0
"4447","East Campus Parking Deck",0
"4448","Building 1516",0
"4449","Building 1516",0
"4450","McWhorter Hall",0
"4451","Rooker Hall",0
"4452","George D. Busbee Hall",0
"4453","Joe Frank Harris Dining Commons",0
"4454",NA,0
"4455",NA,0
"4456","Building 1516",0
"4457","Rooker Hall",0
"4458","Vandiver Hall",0
"4459","McWhorter Hall",0
"4460","Building 1516",0
"4461","Building 1516",0
"4462","George D. Busbee Hall",0
"4463","George D. Busbee Hall",0
"4464",NA,0
"4465","East Village Deck",0
"4466","Building 1516",0
"4467","McWhorter Hall",0
"4468","Rooker Hall",0
"4469","Vandiver Hall",0
"4470","Building 1516",0
"4471","George D. Busbee Hall",0
"4472",NA,0
"4473",NA,0
"4474","East Village Deck",0
"4475",NA,0
"4476","Rooker Hall",0
"4477","Building 1516",0
"4478","McWhorter Hall",0
"4479","Building 1516",0
"4480","Vandiver Hall",0
"4481","Building 1516",0
"4482",NA,0
"4483","George D. Busbee Hall",0
"4484","Joe Frank Harris Dining Commons",0
"4485","Rooker Hall",0
"4486","Building 1516",0
"4487","McWhorter Hall",0
"4488","Building 1516",0
"4489","Vandiver Hall",0
"4490","Building 1516",0
"4491","George D. Busbee Hall",0
"4492","Building 1516",0
"4493","Vandiver Hall",0
"4494",NA,0
"4495",NA,0
"4496","McWhorter Hall",0
"4497","Rooker Hall",0
"4498","Joe Frank Harris Dining Commons",0
"4499",NA,0
"4500","Vandiver Hall",0
"4501","George D. Busbee Hall",0
"4502","Facilities Management East",0
"4503",NA,0
"4504",NA,0
"4505","East Village Deck",0
"4506","Building 1516",0
"4507","Rooker Hall",0
"4508","McWhorter Hall",0
"4509","Building 1516",0
"4510","George D. Busbee Hall",0
"4511","George D. Busbee Hall",0
"4512",NA,0
"4513",NA,0
"4514","Building 1516",0
"4515","East Village Deck",0
"4516","Building 1516",0
"4517","McWhorter Hall",0
"4518","Rooker Hall",0
"4519","Building 1516",0
"4520","Building 1516",0
"4521","Joe Frank Harris Dining Commons",0
"4522","George D. Busbee Hall",0
"4523",NA,0
"4524",NA,0
"4525","Rooker Hall",0
"4526","East Campus Parking Deck",0
"4527","McWhorter Hall",0
"4528","Building 1516",0
"4529","Vandiver Hall",0
"4530","Building 1516",0
"4531","George D. Busbee Hall",0
"4532",NA,0
"4533",NA,0
"4534","East Village Deck",0
"4535","Building 1516",0
"4536","McWhorter Hall",0
"4537","Rooker Hall",0
"4538","Building 1516",0
"4539","Rhodes Animal Science Center - B",0
"4540","Building 1516",0
"4541",NA,0
"4542","George D. Busbee Hall",0
"4543","Rooker Hall",0
"4544","Building 1516",0
"4545","Vandiver Hall",0
"4546","Building 1516",0
"4547",NA,0
"4548","George D. Busbee Hall",0
"4549","Building 1516",0
"4550","Vandiver Hall",0
"4551",NA,0
"4552","McWhorter Hall",0
"4553","Building 1516",0
"4554","Rooker Hall",0
"4555","Building 1516",0
"4556",NA,0
"4557","Rhodes Animal Science Center - B",0
"4558","Vandiver Hall",0
"4559","George D. Busbee Hall",0
"4560","Facilities Management East",0
"4561",NA,0
"4562","East Village Deck",0
"4563","Rooker Hall",0
"4564","McWhorter Hall",0
"4565","Building 1516",0
"4566","Joe Frank Harris Dining Commons",0
"4567",NA,0
"4568","East Village Deck",0
"4569","McWhorter Hall",0
"4570","Rooker Hall",0
"4571","Building 1516",0
"4572","Building 1516",0
"4573","Joe Frank Harris Dining Commons",0
"4574",NA,0
"4575","East Village Deck",0
"4576","Rooker Hall",0
"4577","Building 1516",0
"4578","East Campus Parking Deck",0
"4579","McWhorter Hall",0
"4580","Building 1516",0
"4581","Vandiver Hall",0
"4582","Building 1516",0
"4583","George D. Busbee Hall",0
"4584",NA,0
"4585","Building 1516",0
"4586","East Campus Parking Deck",0
"4587","McWhorter Hall",0
"4588","Rooker Hall",0
"4589","Vandiver Hall",0
"4590","Rhodes Animal Science Center - B",0
"4591","George D. Busbee Hall",0
"4592",NA,0
"4593","George D. Busbee Hall",0
"4594","Building 1516",0
"4595","East Campus Parking Deck",0
"4596","Building 1516",0
"4597","Building 1516",0
"4598","Vandiver Hall",0
"4599","Rooker Hall",0
"4600","Rhodes Animal Science Center - B",0
"4601",NA,0
"4602",NA,0
"4603","McWhorter Hall",0
"4604","Rooker Hall",0
"4605","Building 1516",0
"4606","Building 1516",0
"4607","Rhodes Animal Science Center - B",0
"4608","George D. Busbee Hall",0
"4609","Vandiver Hall",0
"4610",NA,0
"4611","Facilities Management East",0
"4612",NA,0
"4613","East Village Deck",0
"4614","Building 1516",0
"4615","McWhorter Hall",0
"4616","Rooker Hall",0
"4617","Building 1516",0
"4618","Joe Frank Harris Dining Commons",0
"4619","George D. Busbee Hall",0
"4620",NA,0
"4621","Building 1516",0
"4622","East Village Deck",0
"4623","McWhorter Hall",0
"4624","Rooker Hall",0
"4625","Building 1516",0
"4626","Building 1516",0
"4627","Joe Frank Harris Dining Commons",0
"4628","George D. Busbee Hall",0
"4629","Rooker Hall",0
"4630","East Village Deck",0
"4631","Rooker Hall",0
"4632","Building 1516",0
"4633","East Campus Parking Deck",0
"4634","McWhorter Hall",0
"4635","Building 1516",0
"4636","Vandiver Hall",0
"4637","Building 1516",0
"4638","Building 1516",0
"4639","Joe Frank Harris Dining Commons",0
"4640","George D. Busbee Hall",0
"4641","George D. Busbee Hall",0
"4642",NA,0
"4643",NA,0
"4644","East Campus Parking Deck",0
"4645","McWhorter Hall",0
"4646","Building 1516",0
"4647","Vandiver Hall",0
"4648","Rhodes Animal Science Center - B",0
"4649","Building 1516",0
"4650","George D. Busbee Hall",0
"4651","East Campus Parking Deck",0
"4652","Building 1516",0
"4653","Vandiver Hall",0
"4654","Rooker Hall",0
"4655","Rhodes Animal Science Center - C",0
"4656","Rhodes Animal Science Center - B",0
"4657",NA,0
"4658",NA,0
"4659","McWhorter Hall",0
"4660","Vandiver Hall",0
"4661","Building 1516",0
"4662","Building 1516",0
"4663",NA,0
"4664","Rhodes Animal Science Center - B",0
"4665","George D. Busbee Hall",0
"4666","Vandiver Hall",0
"4667",NA,0
"4668","East Village Deck",0
"4669","McWhorter Hall",0
"4670","Rooker Hall",0
"4671","Building 1516",0
"4672","George D. Busbee Hall",0
"4673","Joe Frank Harris Dining Commons",0
"4674",NA,0
"4675","East Campus Parking Deck",0
"4676","Building 1516",0
"4677","McWhorter Hall",0
"4678","Rooker Hall",0
"4679","Joe Frank Harris Dining Commons",0
"4680","George D. Busbee Hall",0
"4681","Rooker Hall",0
"4682","East Village Deck",0
"4683",NA,0
"4684","Rooker Hall",0
"4685","Building 1516",0
"4686","Building 1516",0
"4687","East Campus Parking Deck",0
"4688","McWhorter Hall",0
"4689","Building 1516",0
"4690","Vandiver Hall",0
"4691","Building 1516",0
"4692","Joe Frank Harris Dining Commons",0
"4693","George D. Busbee Hall",0
"4694","George D. Busbee Hall",0
"4695",NA,0
"4696",NA,0
"4697","Rooker Hall",0
"4698","East Campus Parking Deck",0
"4699","McWhorter Hall",0
"4700","Building 1516",0
"4701","Building 1516",0
"4702","Building 1516",0
"4703",NA,0
"4704","George D. Busbee Hall",0
"4705",NA,0
"4706","East Campus Parking Deck",0
"4707","Building 1516",0
"4708","Building 1516",0
"4709","Vandiver Hall",0
"4710","Rhodes Animal Science Center - C",0
"4711","George D. Busbee Hall",0
"4712","Building 1516",0
"4713",NA,0
"4714","Building 1516",0
"4715","Vandiver Hall",0
"4716","Building 1516",0
"4717",NA,0
"4718","Rhodes Animal Science Center - B",0
"4719","Vandiver Hall",0
"4720","George D. Busbee Hall",0
"4721",NA,0
"4722","Rooker Hall",0
"4723","McWhorter Hall",0
"4724","Building 1516",0
"4725","Building 1516",0
"4726","George D. Busbee Hall",0
"4727","Building 1516",0
"4728","Joe Frank Harris Dining Commons",0
"4729","Rhodes Animal Science Center - A",0
"4730","East Village Deck",0
"4731",NA,0
"4732","East Campus Parking Deck",0
"4733","Building 1516",0
"4734","Building 1516",0
"4735","Vandiver Hall",0
"4736","McWhorter Hall",0
"4737","Rooker Hall",0
"4738",NA,0
"4739","Rhodes Animal Science Center - A",0
"4740","Rooker Hall",0
"4741","East Campus Parking Deck",0
"4742","Rooker Hall",0
"4743","Building 1516",0
"4744","Building 1516",0
"4745","Building 1516",0
"4746","Joe Frank Harris Dining Commons",0
"4747","George D. Busbee Hall",0
"4748","George D. Busbee Hall",0
"4749",NA,0
"4750",NA,0
"4751","Rooker Hall",0
"4752",NA,0
"4753","Building 1516",0
"4754","East Campus Parking Deck",0
"4755","McWhorter Hall",0
"4756","Vandiver Hall",0
"4757","Ceramics",0
"4758","Perfoming Arts Center Deck",0
"4759","Hugh Hodgson School of Music",0
"4760","Ceramics",0
"4761","Hugh Hodgson School of Music",0
"4762","Perfoming Arts Center",0
"4763","Georgia Museum of Art",0
"4764","Hugh Hodgson School of Music",0
"4765","Perfoming Arts Center",0
"4766","Georgia Museum of Art",0
"4767",NA,0
"4768","Hugh Hodgson School of Music",0
"4769",NA,0
"4770","Building 2130",0
"4771","Hugh Hodgson School of Music",0
"4772",NA,0
"4773","Perfoming Arts Center Deck",0
"4774","Building 2130",0
"4775","Hugh Hodgson School of Music",0
"4776",NA,0
"4777","Hugh Hodgson School of Music",0
"4778","Perfoming Arts Center",0
"4779","Building 2130",0
"4780","Georgia Museum of Art",0
"4781",NA,0
"4782","Perfoming Arts Center",0
"4783",NA,0
"4784","Hugh Hodgson School of Music",0
"4785",NA,0
"4786","Georgia Museum of Art",0
"4787","Perfoming Arts Center",0
"4788",NA,0
"4789","Ceramics",0
"4790","Perfoming Arts Center",0
"4791",NA,0
"4792","Ceramics",0
"4793",NA,0
"4794","Ceramics",0
"4795",NA,0
"4796","Perfoming Arts Center Deck",0
"4797","Perfoming Arts Center",0
"4798","Georgia Museum of Art",0
"4799","Hugh Hodgson School of Music",0
"4800",NA,0
"4801","Georgia Museum of Art",0
"4802","Hugh Hodgson School of Music",0
"4803","Hugh Hodgson School of Music",0
"4804","Building 2130",0
"4805","Hugh Hodgson School of Music",0
"4806","Georgia Museum of Art",0
"4807",NA,0
"4808","Perfoming Arts Center Deck",0
"4809",NA,0
"4810","Building 2130",0
"4811","Hugh Hodgson School of Music",0
"4812",NA,0
"4813","Perfoming Arts Center",0
"4814","Hugh Hodgson School of Music",0
"4815","Georgia Museum of Art",0
"4816","Hugh Hodgson School of Music",0
"4817","Building 2130",0
"4818","Perfoming Arts Center",0
"4819","Perfoming Arts Center",0
"4820",NA,0
"4821","Ceramics",0
"4822","Perfoming Arts Center",0
"4823",NA,0
"4824",NA,0
"4825","Perfoming Arts Center Deck",0
"4826","Hugh Hodgson School of Music",0
"4827","Perfoming Arts Center",0
"4828",NA,0
"4829","Ceramics",0
"4830","Building 2130",0
"4831","Perfoming Arts Center",0
"4832","Georgia Museum of Art",0
"4833","Hugh Hodgson School of Music",0
"4834","Hugh Hodgson School of Music",0
"4835",NA,0
"4836","Hugh Hodgson School of Music",0
"4837",NA,0
"4838","Perfoming Arts Center Deck",0
"4839",NA,0
"4840","Building 2130",0
"4841","Georgia Museum of Art",0
"4842",NA,0
"4843","Perfoming Arts Center",0
"4844","Hugh Hodgson School of Music",0
"4845","Hugh Hodgson School of Music",0
"4846","Building 2130",0
"4847","Hugh Hodgson School of Music",0
"4848",NA,0
"4849","Perfoming Arts Center",0
"4850","Ceramics",0
"4851","Perfoming Arts Center",0
"4852","Perfoming Arts Center Deck",0
"4853","Ceramics",0
"4854","Hugh Hodgson School of Music",0
"4855","Georgia Museum of Art",0
"4856","Perfoming Arts Center",0
"4857",NA,0
"4858","Hugh Hodgson School of Music",0
"4859","Perfoming Arts Center",0
"4860","Ceramics",0
"4861","Building 2130",0
"4862","Georgia Museum of Art",0
"4863","Hugh Hodgson School of Music",0
"4864",NA,0
"4865","Hugh Hodgson School of Music",0
"4866","Building 2130",0
"4867","Georgia Museum of Art",0
"4868",NA,0
"4869","Building 2130",0
"4870","Hugh Hodgson School of Music",0
"4871","Building 2130",0
"4872","Perfoming Arts Center",0
"4873","Georgia Museum of Art",0
"4874",NA,0
"4875","Hugh Hodgson School of Music",0
"4876",NA,0
"4877","Georgia Museum of Art",0
"4878","Hugh Hodgson School of Music",0
"4879","Perfoming Arts Center",0
"4880",NA,0
"4881",NA,0
"4882","Georgia Museum of Art",0
"4883","Perfoming Arts Center",0
"4884","Perfoming Arts Center",0
"4885","Perfoming Arts Center Deck",0
"4886","Perfoming Arts Center",0
"4887","Hugh Hodgson School of Music",0
"4888","Georgia Museum of Art",0
"4889","Perfoming Arts Center",0
"4890","Hugh Hodgson School of Music",0
"4891","Ceramics",0
"4892","Georgia Museum of Art",0
"4893","Hugh Hodgson School of Music",0
"4894","Perfoming Arts Center Deck",0
"4895",NA,0
"4896","Perfoming Arts Center Deck",0
"4897","Building 2130",0
"4898","Hugh Hodgson School of Music",0
"4899",NA,0
"4900","Hugh Hodgson School of Music",0
"4901","Building 2130",0
"4902","Georgia Museum of Art",0
"4903",NA,0
"4904","Perfoming Arts Center",0
"4905","Building 2130",0
"4906","Hugh Hodgson School of Music",0
"4907","Georgia Museum of Art",0
"4908",NA,0
"4909",NA,0
"4910","Georgia Museum of Art",0
"4911","Hugh Hodgson School of Music",0
"4912","Georgia Museum of Art",0
"4913","Perfoming Arts Center",0
"4914",NA,0
"4915","Ceramics",0
"4916","Perfoming Arts Center",0
"4917",NA,0
"4918",NA,0
"4919","Perfoming Arts Center",0
"4920","Perfoming Arts Center Deck",0
"4921","Alpha Epsilon Pi",0
"4922","Alpha Epsilon Pi",0
"4923","Alpha Epsilon Pi",0
"4924","Alpha Epsilon Pi",0
"4925","Alpha Epsilon Pi",0
"4926","Alpha Epsilon Pi",0
"4927","Alpha Epsilon Pi",0
"4928","Alpha Epsilon Pi",0
"4929","Alpha Epsilon Pi",0
"4930","Alpha Epsilon Pi",0
"4931","Alpha Epsilon Pi",0
"4932","Alpha Epsilon Pi",0
"4933","Phi Delta Theta",0
"4934","Kappa Sigma",0
"4935","Sigma Nu",0
"4936","Tau Epsilon Phi",0
"4937","Sigma Nu",0
"4938","Pi Kappa Alpha",0
"4939","Tau Epsilon Phi",0
"4940","Sigma Nu",0
"4941","Pi Kappa Alpha",0
"4942","Tau Epsilon Phi",0
"4943","Pi Kappa Alpha",0
"4944","Tau Epsilon Phi",0
"4945","Phi Delta Theta",0
"4946","Phi Delta Theta",0
"4947","Sigma Nu",0
"4948","Pi Kappa Alpha",0
"4949","Phi Delta Theta",0
"4950","Tau Epsilon Phi",0
"4951","Sigma Nu",0
"4952","Pi Kappa Alpha",0
"4953","Tau Epsilon Phi",0
"4954","Tau Epsilon Phi",0
"4955","Pi Kappa Alpha",0
"4956","Pi Kappa Alpha",0
"4957","Kappa Sigma",0
"4958","Tau Epsilon Phi",0
"4959","Tau Epsilon Phi",0
"4960","Sigma Nu",0
"4961","Pi Kappa Alpha",0
"4962","Kappa Sigma",0
"4963","Tau Epsilon Phi",0
"4964","Phi Delta Theta",0
"4965","Pi Kappa Alpha",0
"4966","Sigma Nu",0
"4967","Phi Delta Theta",0
"4968","Kappa Sigma",0
"4969","Kappa Sigma",0
"4970","Sigma Nu",0
"4971","Sigma Nu",0
"4972","Pi Kappa Alpha",0
"4973","Tau Epsilon Phi",0
"4974","Sigma Nu",0
"4975","Pi Kappa Alpha",0
"4976","Tau Epsilon Phi",0
"4977","Sigma Nu",0
"4978","Pi Kappa Alpha",0
"4979","Tau Epsilon Phi",0
"4980","Kappa Sigma",0
"4981","Tau Epsilon Phi",0
"4982","Sigma Nu",0
"4983","Pi Kappa Alpha",0
"4984","Kappa Sigma",0
"4985","Tau Epsilon Phi",0
"4986","Phi Delta Theta",0
"4987","Sigma Nu",0
"4988","Tau Epsilon Phi",0
"4989","Phi Delta Theta",0
"4990","Sigma Nu",0
"4991","Tau Epsilon Phi",0
"4992","Sigma Nu",0
"4993","Pi Kappa Alpha",0
"4994","Tau Epsilon Phi",0
"4995","Pi Kappa Alpha",0
"4996","Tau Epsilon Phi",0
"4997","Pi Kappa Alpha",0
"4998","Tau Epsilon Phi",0
"4999","Sigma Nu",0
"5000","Kappa Sigma",0
"5001","Sigma Nu",0
"5002","Phi Delta Theta",0
"5003","Sigma Nu",0
"5004","Phi Delta Theta",0
"5005","Kappa Sigma",0
"5006","Phi Delta Theta",0
"5007","Sigma Nu",0
"5008","Phi Delta Theta",0
"5009","Sigma Nu",0
"5010","Kappa Sigma",0
"5011","Pi Kappa Alpha",0
"5012","Tau Epsilon Phi",0
"5013","Sigma Nu",0
"5014","Pi Kappa Alpha",0
"5015","Tau Epsilon Phi",0
"5016","Pi Kappa Alpha",0
"5017","Tau Epsilon Phi",0
"5018","Pi Kappa Alpha",0
"5019","Sigma Nu",0
"5020","Tau Epsilon Phi",0
"5021","Kappa Sigma",0
"5022","Sigma Nu",0
"5023","Sigma Nu",0
"5024","Kappa Sigma",0
"5025","Computing Services",0
"5026",NA,0
"5027","Electronics Shop",0
"5028","Central Heating Plant 2",0
"5029","Aderhold Hall",0
"5030","Davison Life Sciences Complex",0
"5031","Computing Services",0
"5032",NA,0
"5033","Aderhold Hall",0
"5034","Davison Life Sciences Complex",0
"5035","Forest Resources 1",0
"5036","US Forest Service",0
"5037","Hardman Hall",0
"5038","Davison Life Sciences Complex",0
"5039","Tucker Hall",0
"5040","Forest Resources 2",0
"5041","Environmental Health Sciences",0
"5042","US Forest Service",0
"5043","Davison Life Sciences Complex",0
"5044","Davison Life Sciences Complex",0
"5045","Forest Resources 4",0
"5046","Forest Resources 3",0
"5047","Davison Life Sciences Complex",0
"5048","Computing Services",0
"5049","Life Sciences Fermentation Lab",0
"5050","Davison Life Sciences Complex",0
"5051",NA,0
"5052","Environmental Health Sciences",0
"5053","Computing Services",0
"5054","Miller Plant Science",0
"5055","Davison Life Sciences Complex",0
"5056","Electronics Shop",0
"5057","Central Heating Plant 2",0
"5058","Davison Life Sciences Complex",0
"5059","Computing Services",0
"5060",NA,0
"5061","Aderhold Hall",0
"5062","Davison Life Sciences Complex",0
"5063","Forest Resources 4",0
"5064","Forest Resources 1",0
"5065",NA,0
"5066","Hardman Hall",0
"5067","Davison Life Sciences Complex",0
"5068","Tucker Hall",0
"5069","Davison Life Sciences Complex",0
"5070","Davison Life Sciences Complex",0
"5071","Forest Resources 4",0
"5072","Forest Resources 2",0
"5073","US Forest Service",0
"5074","Davison Life Sciences Complex",0
"5075","Davison Life Sciences Complex",0
"5076","Forest Resources 3",0
"5077",NA,0
"5078","Miller Plant Science",0
"5079","Davison Life Sciences Complex",0
"5080","Davison Life Sciences Complex",0
"5081","Computing Services",0
"5082","Life Sciences Fermentation Lab",0
"5083","Forest Resources 2",0
"5084",NA,0
"5085","Environmental Health Sciences",0
"5086","Miller Plant Science",0
"5087","Davison Life Sciences Complex",0
"5088","Miller Plant Science",0
"5089","Electronics Shop",0
"5090","Forest Resources 1",0
"5091","Davison Life Sciences Complex",0
"5092","Computing Services",0
"5093","Forest Resources 4",0
"5094","Aderhold Hall",0
"5095","Hardman Hall",0
"5096","Davison Life Sciences Complex",0
"5097","Forest Resources 4",0
"5098",NA,0
"5099","US Forest Service",0
"5100","US Forest Service",0
"5101","Davison Life Sciences Complex",0
"5102","Davison Life Sciences Complex",0
"5103","Forest Resources 2",0
"5104","Environmental Health Sciences",0
"5105","US Forest Service",0
"5106","Tucker Hall",0
"5107","Davison Life Sciences Complex",0
"5108","Davison Life Sciences Complex",0
"5109","Forest Resources 4",0
"5110","Forest Resources 3",0
"5111","Environmental Health Sciences",0
"5112",NA,0
"5113","Davison Life Sciences Complex",0
"5114","Computing Services",0
"5115","Davison Life Sciences Complex",0
"5116","Life Sciences Fermentation Lab",0
"5117","Forest Resources 4",0
"5118",NA,0
"5119","Forest Resources 1",0
"5120","Environmental Health Sciences",0
"5121","Miller Plant Science",0
"5122","Davison Life Sciences Complex",0
"5123","Forest Resources 4",0
"5124","Miller Plant Science",0
"5125",NA,0
"5126","Electronics Shop",0
"5127","Central Heating Plant 2",0
"5128","Computing Services",0
"5129","Davison Life Sciences Complex",0
"5130","Computing Services",0
"5131",NA,0
"5132","Hardman Hall",0
"5133","Davison Life Sciences Complex",0
"5134",NA,0
"5135","Hardman Hall",0
"5136","Tucker Hall",0
"5137","Davison Life Sciences Complex",0
"5138","Davison Life Sciences Complex",0
"5139","Forest Resources 2",0
"5140","Environmental Health Sciences",0
"5141","US Forest Service",0
"5142","Davison Life Sciences Complex",0
"5143","Davison Life Sciences Complex",0
"5144","Forest Resources 4",0
"5145","Environmental Health Sciences",0
"5146",NA,0
"5147","Davison Life Sciences Complex",0
"5148","Davison Life Sciences Complex",0
"5149","Computing Services",0
"5150","Life Sciences Fermentation Lab",0
"5151","Forest Resources 4",0
"5152","Forest Resources 2",0
"5153","Forest Resources 4",0
"5154","Forest Resources 1",0
"5155","Miller Plant Science",0
"5156","Computing Services",0
"5157","Davison Life Sciences Complex",0
"5158","Electronics Shop",0
"5159",NA,0
"5160","Forest Resources 1",0
"5161","Central Heating Plant 2",0
"5162","Central Heating Plant 1",0
"5163","Davison Life Sciences Complex",0
"5164","Computing Services",0
"5165","Computing Services",0
"5166","Forest Resources 4",0
"5167",NA,0
"5168","Hardman Hall",0
"5169","Davison Life Sciences Complex",0
"5170",NA,0
"5171","Tucker Hall",0
"5172","Davison Life Sciences Complex",0
"5173","Tucker Hall",0
"5174","Davison Life Sciences Complex",0
"5175","Forest Resources 4",0
"5176","Environmental Health Sciences",0
"5177",NA,0
"5178","US Forest Service",0
"5179","Tucker Hall",0
"5180","Davison Life Sciences Complex",0
"5181","Davison Life Sciences Complex",0
"5182","Environmental Health Sciences",0
"5183",NA,0
"5184","Davison Life Sciences Complex",0
"5185","Davison Life Sciences Complex",0
"5186","Computing Services",0
"5187","Life Sciences Fermentation Lab",0
"5188","Forest Resources 4",0
"5189",NA,0
"5190","Environmental Health Sciences",0
"5191","Forest Resources 4",0
"5192","Forest Resources 1",0
"5193","Computing Services",0
"5194","Davison Life Sciences Complex",0
"5195",NA,0
"5196","Central Heating Plant 2",0
"5197","Forest Resources 1",0
"5198","Central Heating Plant 2",0
"5199","Central Heating Plant 1",0
"5200","Computing Services",0
"5201","Computing Services",0
"5202","US Forest Service",0
"5203","Aderhold Hall",0
"5204","Davison Life Sciences Complex",0
"5205",NA,0
"5206",NA,0
"5207","Hardman Hall",0
"5208","Davison Life Sciences Complex",0
"5209","Tucker Hall",0
"5210","Davison Life Sciences Complex",0
"5211","Tucker Hall",0
"5212","Forest Resources 4",0
"5213","Davison Life Sciences Complex",0
"5214","Davison Life Sciences Complex",0
"5215","Forest Resources 4",0
"5216","Forest Resources 3",0
"5217",NA,0
"5218","Davison Life Sciences Complex",0
"5219","Tucker Hall",0
"5220","Computing Services",0
"5221","Davison Life Sciences Complex",0
"5222","Forest Resources 4",0
"5223","Forest Resources 2",0
"5224","Environmental Health Sciences",0
"5225",NA,0
"5226","Forest Resources 1",0
"5227","Computing Services",0
"5228","Davison Life Sciences Complex",0
"5229","Forest Resources 4",0
"5230","Electronics Shop",0
"5231",NA,0
"5232","Central Heating Plant 2",0
"5233","Forest Resources 1",0
"5234","Central Heating Plant 2",0
"5235","Davison Life Sciences Complex",0
"5236","Computing Services",0
"5237","Forest Resources 4",0
"5238","Miller Plant Science",0
"5239",NA,0
"5240","US Forest Service",0
"5241","Electronics Shop",0
"5242","Aderhold Hall",0
"5243","Davison Life Sciences Complex",0
"5244","Forest Resources 4",0
"5245",NA,0
"5246",NA,0
"5247","Hardman Hall",0
"5248","Tucker Hall",0
"5249","Davison Life Sciences Complex",0
"5250","Davison Life Sciences Complex",0
"5251","Forest Resources 4",0
"5252","Environmental Health Sciences",0
"5253","US Forest Service",0
"5254","Davison Life Sciences Complex",0
"5255","Tucker Hall",0
"5256","Davison Life Sciences Complex",0
"5257","Davison Life Sciences Complex",0
"5258","Forest Resources 4",0
"5259","Forest Resources 3",0
"5260","Environmental Health Sciences",0
"5261",NA,0
"5262","US Forest Service",0
"5263","Tucker Hall",0
"5264","Computing Services",0
"5265","Davison Life Sciences Complex",0
"5266","Davison Life Sciences Complex",0
"5267","Forest Resources 2",0
"5268","Environmental Health Sciences",0
"5269","Forest Resources 1",0
"5270","Miller Plant Science",0
"5271","Davison Life Sciences Complex",0
"5272","Computing Services",0
"5273",NA,0
"5274","Central Heating Plant 2",0
"5275","Forest Resources 1",0
"5276","Central Heating Plant 2",0
"5277","Computing Services",0
"5278",NA,0
"5279","Miller Plant Science",0
"5280","Electronics Shop",0
"5281","US Forest Service",0
"5282","Aderhold Hall",0
"5283","Davison Life Sciences Complex",0
"5284","Hardman Hall",0
"5285","Tucker Hall",0
"5286","Davison Life Sciences Complex",0
"5287","Davison Life Sciences Complex",0
"5288","Tucker Hall",0
"5289","Davison Life Sciences Complex",0
"5290","Davison Life Sciences Complex",0
"5291","Forest Resources 4",0
"5292","Forest Resources 3",0
"5293","Davison Life Sciences Complex",0
"5294","Tucker Hall",0
"5295","Computing Services",0
"5296","Davison Life Sciences Complex",0
"5297","Forest Resources 4",0
"5298","Forest Resources 3",0
"5299","Environmental Health Sciences",0
"5300","Forest Resources 2",0
"5301","Davison Life Sciences Complex",0
"5302","Computing Services",0
"5303","Davison Life Sciences Complex",0
"5304","Forest Resources 4",0
"5305",NA,0
"5306","Environmental Health Sciences",0
"5307","Forest Resources 3",0
"5308","Central Heating Plant 1",0
"5309","Miller Plant Science",0
"5310","Computing Services",0
"5311","Forest Resources 4",0
"5312",NA,0
"5313","Miller Plant Science",0
"5314","US Forest Service",0
"5315","Davison Life Sciences Complex",0
"5316","Computing Services",0
"5317","Hardman Hall",0
"5318","Tucker Hall",0
"5319","Davison Life Sciences Complex",0
"5320","Forest Resources 4",0
"5321","Forest Resources 2",0
"5322","Environmental Health Sciences",0
"5323","US Forest Service",0
"5324","Davison Life Sciences Complex",0
"5325","Tucker Hall",0
"5326","Davison Life Sciences Complex",0
"5327","Davison Life Sciences Complex",0
"5328","Forest Resources 4",0
"5329","Forest Resources 3",0
"5330","Environmental Health Sciences",0
"5331","Tucker Hall",0
"5332","Davison Life Sciences Complex",0
"5333","Davison Life Sciences Complex",0
"5334","Forest Resources 3",0
"5335","Environmental Health Sciences",0
"5336","Forest Resources 3",0
"5337","Forest Resources 2",0
"5338","Miller Plant Science",0
"5339","Davison Life Sciences Complex",0
"5340","Computing Services",0
"5341","Forest Resources 1",0
"5342","Central Heating Plant 2",0
"5343","Environmental Health Sciences",0
"5344","Computing Services",0
"5345","Miller Plant Science",0
"5346",NA,0
"5347","Aderhold Hall",0
"5348","Davison Life Sciences Complex",0
"5349","Computing Services",0
"5350","Forest Resources 4",0
"5351",NA,0
"5352","Hardman Hall",0
"5353","Tucker Hall",0
"5354","Davison Life Sciences Complex",0
